Case_Act,QMSITEID,StudyName,StudyID,AREADESC,sta_site,STADESC,STATGRPLST,CollMatrix,CollForm,WKSPCNAME,DataClass,DataSource,srctype,sharestat,Workgroup,Workplan,source,loc_geom,legend_tex,map_index,startlat,startlong,endlat,endlong
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI5,CHI5F344_342,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4640111 57.60065612),Tissue,1,57.60065612,-152.4640111, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI5,CHI5F348_340,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4640111 57.60065612),Tissue,1,57.60065612,-152.4640111, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI5,CHI5F351_336,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4640111 57.60065612),Tissue,1,57.60065612,-152.4640111, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI5,CHI5F352_349,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4640111 57.60065612),Tissue,1,57.60065612,-152.4640111, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI6,CHI6F000337,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3923156 57.69023575),Tissue,1,57.69023575,-152.3923156, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI6,CHI6F513_512,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3923156 57.69023575),Tissue,1,57.69023575,-152.3923156, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI7,CHI7F000502,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI7,CHI7F000505,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI7,CHI7F000509,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI7,CHI7F500_501,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI7,CHI7F504_508,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI7,CHI7F510_503,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,CHI7,CHI7F511_506,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KAR1,KAR1F280_281,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KAR1,KAR1F372_373,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KAR1,KAR1F374_375,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KAR1,KAR1F81_82,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KAR1,KAR1F84_83,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KAR1,KAR1F86_87,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD1,KOD1F47_48,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.396065 57.85162806),Tissue,1,57.85162806,-152.396065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD2,KOD2F49_50,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4324873 57.83338266),Tissue,1,57.83338266,-152.4324873, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD5,KOD5F000211,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4699809 57.75973711),Tissue,1,57.75973711,-152.4699809, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD5,KOD5F000214,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4699809 57.75973711),Tissue,1,57.75973711,-152.4699809, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD5,KOD5F000219,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4699809 57.75973711),Tissue,1,57.75973711,-152.4699809, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD5,KOD5F000496,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4699809 57.75973711),Tissue,1,57.75973711,-152.4699809, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD5,KOD5F000497,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4699809 57.75973711),Tissue,1,57.75973711,-152.4699809, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Fish 1989,A6,KOD5,KOD5F000498,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4699809 57.75973711),Tissue,1,57.75973711,-152.4699809, , 
