Study	NST_Site	General_Location	Specific_Location	Sample_ID	Latitude	Longitude	Fiscal_Year	Collection_Date	Matrix	Scientific_Name	Method	Parameter	Value	Qualifier	Unit	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Dibenzothiophenes	1.5	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Fluoranthenes_Pyrenes	1.6	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Fluorenes	6		ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Naphthalenes	10.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Naphthobenzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C2-Phenanthrenes_Anthracenes	5.9	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C29-Hopane	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C3-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_SHA	Seldovia Bay	Powder Island	BA2010NPR_SHACN	59.50694444	-151.8813889	2010	5/29/2010 12:00:00 AM	Cockles	Clinocardium nuttallii	PAH-2010	C3-Chrysenes	0	Not detected	ng/dry g	
